mRNA,SRR6408214,SRR6408215,SRR6408216
mRNA91181,15,0,22
mRNA91182,15,0,22
mRNA91183,15,0,22
mRNA91184,15,0,22
mRNA91185,15,0,22
mRNA91186,15,0,22
mRNA91187,15,0,22
mRNA91188,14,0,22
mRNA91189,14,0,22
mRNA91190,14,0,22
mRNA91191,14,0,22
mRNA91192,14,0,22
mRNA91193,14,0,22
mRNA91194,14,0,19
mRNA91195,14,0,19
mRNA91196,14,0,9
mRNA91197,14,0,3
mRNA91198,35,1,27
mRNA91199,35,1,27
mRNA91200,35,1,27
mRNA91201,35,1,27
mRNA91202,0,0,0
mRNA91203,0,0,0
mRNA91204,0,0,0
mRNA91205,0,0,0
mRNA91206,0,0,0
mRNA91207,0,0,0
mRNA91208,0,0,0
mRNA91209,0,0,0
mRNA91210,0,0,0
mRNA91211,0,0,0
mRNA91212,0,0,0
mRNA91213,0,0,0
mRNA91214,0,0,0
mRNA91215,0,0,0
mRNA91216,0,0,0
mRNA91217,0,0,0
mRNA91218,0,0,0
mRNA91219,0,0,0
mRNA91220,0,0,0
mRNA91221,0,0,0
mRNA91222,0,0,0
mRNA91223,0,0,0
mRNA91224,0,0,0
mRNA91225,0,0,0
mRNA91226,0,0,0
mRNA91227,0,0,0
mRNA91228,0,0,0
mRNA91229,0,0,0
mRNA91230,0,0,0
mRNA91231,0,0,0
mRNA91232,0,0,0
mRNA91233,0,0,0
mRNA91234,0,0,0
mRNA91235,0,0,0
mRNA91236,0,0,0
mRNA91237,0,0,0
mRNA91238,0,0,0
mRNA91239,0,0,0
mRNA91240,0,0,0
mRNA91241,0,0,0
mRNA91242,10,1,1
mRNA91243,0,0,0
mRNA91244,0,0,0
mRNA91245,50,75,3
mRNA91246,50,75,3
mRNA91247,0,0,0
mRNA91248,7,1,18
mRNA91249,7,1,18
mRNA91250,7,1,18
mRNA91251,13,0,3
mRNA91252,13,0,3
mRNA91253,1,0,3
mRNA91254,1,0,3
mRNA91255,1,0,3
mRNA91256,1,0,3
mRNA91257,1,0,3
mRNA91258,13,0,3
mRNA91259,13,0,3
mRNA91260,13,0,3
mRNA91261,13,0,3
mRNA91262,0,0,0
mRNA91263,0,0,0
mRNA91264,0,0,0
mRNA91265,0,0,0
mRNA91266,0,0,0
mRNA91267,0,0,0
mRNA91268,0,0,0
mRNA91269,0,0,0
mRNA91270,1,0,0
mRNA91271,83,30,149
mRNA91272,3,38,2
mRNA91273,3,38,1
mRNA91274,3,38,1
mRNA91275,3,38,1
mRNA91276,3,38,1
mRNA91277,850,478,1059
mRNA91278,0,0,24
mRNA91279,0,0,24
mRNA91280,0,0,24
mRNA91281,0,0,24
mRNA91282,0,0,23
mRNA91283,0,0,23
mRNA91284,79,0,32
mRNA91285,0,0,0
mRNA91286,465,742,211
mRNA91287,52,27,241
mRNA91288,52,27,241
mRNA91289,1,0,2
mRNA91290,1,0,2
mRNA91291,1,0,2
mRNA91292,0,0,2
mRNA91293,0,0,2
mRNA91294,1,0,0
mRNA91295,0,0,0
mRNA91296,0,0,0
mRNA91297,0,0,0
mRNA91298,0,0,0
mRNA91299,0,0,0
mRNA91300,0,0,0
mRNA91301,0,0,0
mRNA91302,0,0,0
mRNA91303,0,0,0
mRNA91304,0,0,0
mRNA91305,0,0,0
mRNA91306,0,0,0
mRNA91307,0,0,0
mRNA91308,0,0,0
mRNA91309,1017,4378,2870
mRNA91310,1017,4378,2869
mRNA91311,0,0,0
mRNA91312,0,0,0
mRNA91313,0,0,0
mRNA91314,0,0,0
mRNA91315,0,0,0
mRNA91316,7,0,3
mRNA91317,7,0,3
mRNA91318,7,0,3
mRNA91319,7,0,3
mRNA91320,476,499,66
mRNA91321,476,499,66
mRNA91322,476,499,66
mRNA91323,476,499,66
mRNA91324,54,3,29
mRNA91325,54,3,29
mRNA91326,54,3,29
mRNA91327,54,3,29
mRNA91328,54,3,29
mRNA91329,54,3,29
mRNA91330,54,3,29
mRNA91331,54,3,29
mRNA91332,54,3,29
mRNA91333,54,3,29
mRNA91334,54,3,29
mRNA91335,54,3,29
mRNA91336,54,3,29
mRNA91337,54,3,29
mRNA91338,54,3,29
mRNA91339,54,3,29
mRNA91340,54,3,29
mRNA91341,54,3,29
mRNA91342,54,3,29
mRNA91343,54,3,29
mRNA91344,54,3,29
mRNA91345,54,3,28
mRNA91346,54,3,28
mRNA91347,54,3,28
mRNA91348,13,3,28
mRNA91349,54,3,29
mRNA91350,54,3,28
mRNA91351,0,0,4
mRNA91352,0,0,0
mRNA91353,0,0,0
mRNA91354,0,0,0
mRNA91355,0,0,0
mRNA91356,0,0,0
mRNA91357,0,521,332
mRNA91358,0,521,332
mRNA91359,0,521,332
mRNA91360,0,519,326
mRNA91361,0,480,316
mRNA91362,0,0,0
mRNA91363,0,0,0
mRNA91364,0,0,0
mRNA91365,0,0,0
mRNA91366,0,0,0
mRNA91367,0,0,0
mRNA91368,0,0,0
mRNA91369,0,0,0
mRNA91370,0,0,0
mRNA91371,0,0,0
mRNA91372,0,0,0
mRNA91373,1,0,4
mRNA91374,1,0,4
mRNA91375,1,0,4
mRNA91376,1,0,4
mRNA91377,1,0,4
mRNA91378,1,0,4
mRNA91379,1,0,0
mRNA91380,1,0,0
mRNA91381,1,0,0
mRNA91382,1,0,0
mRNA91383,1,0,0
mRNA91384,1,0,0
mRNA91385,1,0,0
mRNA91386,1,0,0
mRNA91387,1,0,0
mRNA91388,1,0,0
mRNA91389,1,0,0
mRNA91390,1,0,0
mRNA91391,1,0,0
mRNA91392,1,0,0
mRNA91393,1,0,0
mRNA91394,1,0,0
mRNA91395,1,0,0
mRNA91396,1,0,0
mRNA91397,1,0,0
mRNA91398,1,0,0
mRNA91399,1,0,0
mRNA91400,1,0,0
mRNA91401,1,0,0
mRNA91402,1,0,0
mRNA91403,1,0,0
mRNA91404,1,0,0
mRNA91405,1,0,0
mRNA91406,254,185,562
mRNA91407,254,185,562
mRNA91408,0,0,0
mRNA91409,0,0,0
mRNA91410,0,0,0
mRNA91411,0,0,0
mRNA91412,0,0,0
mRNA91413,0,0,0
mRNA91414,1,0,0
mRNA91415,1,0,0
mRNA91416,1,0,0
mRNA91417,1,0,0
mRNA91418,1,0,0
mRNA91419,1,0,0
mRNA91420,1,0,0
mRNA91421,1,0,0
mRNA91422,1,0,0
mRNA91423,1,0,0
mRNA91424,1,0,0
mRNA91425,1,0,0
mRNA91426,1,0,0
mRNA91427,1,0,0
mRNA91428,1,0,0
mRNA91429,1,0,0
mRNA91430,0,0,0
mRNA91431,0,0,0
mRNA91432,0,0,0
mRNA91433,0,0,0
mRNA91434,0,0,0
mRNA91435,0,0,0
mRNA91436,0,0,0
mRNA91437,0,0,0
mRNA91438,0,0,0
mRNA91439,0,0,0
mRNA91440,0,0,0
mRNA91441,0,0,1
mRNA91442,0,0,0
mRNA91443,1,0,0
mRNA91444,0,0,0
mRNA91445,0,0,0
mRNA91446,1,0,0
mRNA91447,1,0,0
mRNA91448,1,0,0
mRNA91449,42,565,481
mRNA91450,0,0,0
mRNA91451,0,0,0
mRNA91452,0,0,0
mRNA91453,0,0,0
mRNA91454,0,0,353
mRNA91455,0,0,353
mRNA91456,0,0,353
mRNA91457,0,0,353
mRNA91458,0,0,250
mRNA91459,0,0,250
mRNA91460,0,0,250
mRNA91461,0,0,250
mRNA91462,0,0,0
mRNA91463,53,638,4
mRNA91464,53,638,4
mRNA91465,53,638,4
mRNA91466,0,122,4
mRNA91467,38,12,169
mRNA91468,38,12,169
mRNA91469,0,0,0
mRNA91470,0,0,0
mRNA91471,0,0,0
mRNA91472,0,0,0
mRNA91473,0,0,0
mRNA91474,0,0,0
mRNA91475,0,0,0
mRNA91476,19,89,40
mRNA91477,19,89,40
mRNA91478,19,89,40
mRNA91479,19,89,40
mRNA91480,19,89,40
mRNA91481,205,2222,0
mRNA91482,205,2222,0
mRNA91483,205,2222,0
mRNA91484,1,2,2
mRNA91485,1,2,2
mRNA91486,1,2,1
mRNA91487,1,2,1
mRNA91488,1,2,1
mRNA91489,1,2,1
mRNA91490,1,2,0
mRNA91491,1,2,0
mRNA91492,1,2,0
mRNA91493,1,2,0
mRNA91494,0,0,0
mRNA91495,2758,1517,1
mRNA91496,2734,1500,1
mRNA91497,2257,1467,1
mRNA91498,0,0,0
mRNA91499,0,0,0
mRNA91500,0,0,0
mRNA91501,0,0,0
mRNA91502,0,0,0
mRNA91503,0,0,0
mRNA91504,0,0,0
mRNA91505,0,0,0
mRNA91506,0,0,0
mRNA91507,0,0,0
mRNA91508,157,873,236
mRNA91509,0,0,0
mRNA91510,0,0,0
mRNA91511,0,0,0
mRNA91512,0,0,0
mRNA91513,0,0,0
mRNA91514,0,0,0
mRNA91515,0,0,0
mRNA91516,0,0,0
mRNA91517,0,0,0
mRNA91518,0,0,0
mRNA91519,153,555,104
mRNA91520,153,555,104
mRNA91521,9,0,0
mRNA91522,0,0,0
mRNA91523,0,0,0
mRNA91524,0,0,0
mRNA91525,0,0,0
mRNA91526,0,0,0
mRNA91527,0,0,0
mRNA91528,0,0,0
mRNA91529,0,0,0
mRNA91530,0,0,0
mRNA91531,0,0,0
mRNA91532,0,0,0
mRNA91533,0,0,0
mRNA91534,0,0,0
mRNA91535,0,0,0
mRNA91536,0,0,0
mRNA91537,0,0,0
mRNA91538,0,0,0
mRNA91539,0,0,0
mRNA91540,0,0,0
mRNA91541,0,0,0
mRNA91542,0,0,0
mRNA91543,0,0,0
mRNA91544,0,0,0
mRNA91545,0,0,0
mRNA91546,0,0,0
mRNA91547,0,0,0
mRNA91548,0,0,0
mRNA91549,0,0,0
mRNA91550,0,0,0
mRNA91551,0,0,0
mRNA91552,0,0,0
mRNA91553,0,0,0
mRNA91554,0,0,0
mRNA91555,0,0,0
mRNA91556,0,0,0
mRNA91557,0,0,0
mRNA91558,0,0,0
mRNA91559,0,0,0
mRNA91560,0,0,0
mRNA91561,0,0,0
mRNA91562,0,0,0
mRNA91563,0,0,0
mRNA91564,0,0,0
mRNA91565,0,0,0
mRNA91566,0,0,0
mRNA91567,0,0,0
mRNA91568,0,0,0
mRNA91569,0,0,0
mRNA91570,0,0,0
mRNA91571,0,0,0
mRNA91572,0,0,0
mRNA91573,0,0,0
mRNA91574,0,0,0
mRNA91575,0,0,0
mRNA91576,0,0,0
mRNA91577,0,0,0
mRNA91578,0,0,0
mRNA91579,0,0,0
mRNA91580,0,0,0
mRNA91581,0,0,0
mRNA91582,0,0,0
mRNA91583,0,0,0
mRNA91584,0,0,0
mRNA91585,0,0,0
mRNA91586,0,0,224
mRNA91587,1449,1793,608
mRNA91588,0,0,1
mRNA91589,0,0,0
mRNA91590,0,0,0
mRNA91591,0,0,0
mRNA91592,0,0,0
mRNA91593,0,0,0
mRNA91594,0,0,0
mRNA91595,0,0,0
mRNA91596,1,0,0
mRNA91597,1,0,0
mRNA91598,1,0,0
mRNA91599,1,0,0
mRNA91600,1,0,0
mRNA91601,1,0,0
mRNA91602,1,0,0
mRNA91603,1,0,0
mRNA91604,1,0,0
mRNA91605,1,0,0
mRNA91606,1,0,0
mRNA91607,1,0,0
mRNA91608,1,0,0
mRNA91609,1,0,0
mRNA91610,0,0,217
mRNA91611,0,0,217
mRNA91612,0,0,206
mRNA91613,1,0,1
mRNA91614,1,0,1
mRNA91615,1,0,1
mRNA91616,328,485,215
mRNA91617,328,485,215
mRNA91618,328,485,215
mRNA91619,328,485,215
mRNA91620,328,485,215
mRNA91621,328,485,215
mRNA91622,32,0,12
mRNA91623,0,0,2
mRNA91624,0,0,2
mRNA91625,0,0,36
mRNA91626,227,3,17
mRNA91627,227,3,17
mRNA91628,225,3,17
mRNA91629,225,3,17
mRNA91630,225,3,17
mRNA91631,225,3,17
mRNA91632,1,0,3
mRNA91633,1,0,3
mRNA91634,257,2258,74
mRNA91635,254,2162,68
mRNA91636,256,2180,74
mRNA91637,78,486,197
mRNA91638,77,473,148
mRNA91639,77,473,148
mRNA91640,78,484,190
mRNA91641,78,484,190
mRNA91642,77,473,148
mRNA91643,40,544,220
mRNA91644,40,544,220
mRNA91645,40,544,220
mRNA91646,40,544,220
mRNA91647,40,544,220
mRNA91648,40,544,220
mRNA91649,3,13,1
mRNA91650,0,0,0
mRNA91651,0,0,0
mRNA91652,0,0,0
mRNA91653,0,0,134
mRNA91654,0,0,134
mRNA91655,0,0,134
mRNA91656,0,0,134
mRNA91657,0,0,0
mRNA91658,27,3,236
mRNA91659,27,3,236
mRNA91660,27,3,236
mRNA91661,1,0,1
mRNA91662,0,0,1
mRNA91663,0,0,1
mRNA91664,0,0,1
mRNA91665,0,0,1
mRNA91666,0,0,0
mRNA91667,0,0,0
mRNA91668,0,0,0
mRNA91669,0,0,2
mRNA91670,0,0,1
mRNA91671,0,0,1
mRNA91672,0,0,1
mRNA91673,0,0,1
mRNA91674,0,0,3
mRNA91675,0,0,3
mRNA91676,0,0,3
mRNA91677,0,0,3
mRNA91678,0,0,3
mRNA91679,15,0,151
mRNA91680,15,0,151
mRNA91681,15,0,151
mRNA91682,15,0,151
mRNA91683,15,0,151
mRNA91684,15,0,151
mRNA91685,15,0,151
mRNA91686,15,0,151
mRNA91687,15,0,151
mRNA91688,15,0,151
mRNA91689,15,0,151
mRNA91690,15,0,151
mRNA91691,15,0,151
mRNA91692,15,0,151
mRNA91693,15,0,151
mRNA91694,15,0,151
mRNA91695,15,0,151
mRNA91696,15,0,151
mRNA91697,15,0,151
mRNA91698,15,0,151
mRNA91699,15,0,151
mRNA91700,15,0,151
mRNA91701,15,0,151
mRNA91702,88,489,434
mRNA91703,0,103,77
mRNA91704,39,0,275
mRNA91705,39,0,275
mRNA91706,39,0,275
mRNA91707,39,0,275
mRNA91708,39,0,275
mRNA91709,39,0,275
mRNA91710,39,0,275
mRNA91711,39,0,275
mRNA91712,39,0,275
mRNA91713,39,0,275
mRNA91714,39,0,275
mRNA91715,39,0,275
mRNA91716,39,0,275
mRNA91717,39,0,275
mRNA91718,39,0,275
mRNA91719,39,0,275
mRNA91720,39,0,275
mRNA91721,39,0,275
mRNA91722,39,0,275
mRNA91723,39,0,275
mRNA91724,39,0,275
mRNA91725,39,0,275
mRNA91726,39,0,275
mRNA91727,39,0,275
mRNA91728,39,0,275
mRNA91729,39,0,275
mRNA91730,39,0,275
mRNA91731,39,0,275
mRNA91732,39,0,275
mRNA91733,39,0,275
mRNA91734,39,0,275
mRNA91735,39,0,275
mRNA91736,39,0,230
mRNA91737,39,0,230
mRNA91738,3,0,0
mRNA91739,3,0,0
mRNA91740,3,0,0
mRNA91741,3,0,0
mRNA91742,3,0,0
mRNA91743,0,0,13
mRNA91744,0,0,13
mRNA91745,31,19,134
mRNA91746,31,19,134
mRNA91747,31,19,134
mRNA91748,31,19,134
mRNA91749,31,19,131
mRNA91750,423,1043,246
mRNA91751,423,1043,246
mRNA91752,423,1043,246
mRNA91753,294,497,53
mRNA91754,294,497,53
mRNA91755,294,497,53
mRNA91756,294,497,53
mRNA91757,294,497,53
mRNA91758,0,0,26
mRNA91759,0,0,26
mRNA91760,1484,907,1267
mRNA91761,1484,907,1267
mRNA91762,223,136,273
mRNA91763,223,136,273
mRNA91764,223,136,273
mRNA91765,223,136,273
mRNA91766,223,136,273
mRNA91767,223,136,273
mRNA91768,223,136,273
mRNA91769,223,136,273
mRNA91770,223,136,273
mRNA91771,223,136,273
mRNA91772,223,136,273
mRNA91773,223,136,273
mRNA91774,223,136,273
mRNA91775,223,136,273
mRNA91776,223,136,273
mRNA91777,219,136,273
mRNA91778,206,132,261
mRNA91779,3,0,0
mRNA91780,3,0,0
mRNA91781,3,0,0
mRNA91782,3,0,0
mRNA91783,3,0,0
mRNA91784,3,0,0
mRNA91785,3,0,0
mRNA91786,0,0,0
mRNA91787,27,0,0
mRNA91788,27,0,0
mRNA91789,27,0,0
mRNA91790,27,0,0
mRNA91791,3,0,0
mRNA91792,3,0,0
mRNA91793,3,0,0
mRNA91794,3,0,0
mRNA91795,3,0,0
mRNA91796,3,0,0
mRNA91797,3,0,0
mRNA91798,3,0,0
mRNA91799,3,0,0
mRNA91800,0,0,0
mRNA91801,380,421,76
mRNA91802,0,0,0
mRNA91803,0,0,0
mRNA91804,0,0,0
mRNA91805,0,0,0
mRNA91806,353,380,346
mRNA91807,26,31,31
mRNA91808,26,31,31
mRNA91809,0,0,1
mRNA91810,0,0,1
mRNA91811,26,31,31
mRNA91812,26,31,31
mRNA91813,26,31,31
mRNA91814,26,50,39
mRNA91815,26,50,39
mRNA91816,26,516,319
mRNA91817,26,516,319
mRNA91818,26,516,319
mRNA91819,26,489,245
mRNA91820,26,516,319
mRNA91821,26,516,319
mRNA91822,26,516,319
mRNA91823,26,516,319
mRNA91824,26,516,319
mRNA91825,26,516,319
mRNA91826,263,285,262
mRNA91827,263,285,262
mRNA91828,263,285,262
mRNA91829,263,285,262
mRNA91830,0,0,0
mRNA91831,0,0,0
mRNA91832,0,0,0
mRNA91833,0,0,0
mRNA91834,0,0,0
mRNA91835,0,0,0
mRNA91836,0,0,0
mRNA91837,0,0,0
mRNA91838,0,0,0
mRNA91839,0,0,0
mRNA91840,119,203,222
mRNA91841,119,203,222
mRNA91842,17,203,221
mRNA91843,102,0,0
mRNA91844,102,0,0
mRNA91845,102,0,0
mRNA91846,278,127,215
mRNA91847,278,127,215
mRNA91848,278,127,215
mRNA91849,278,127,215
mRNA91850,1002,1867,1087
mRNA91851,1002,1867,1078
mRNA91852,1002,1867,1078
mRNA91853,0,4,1220
mRNA91854,0,4,1220
mRNA91855,0,4,1128
mRNA91856,0,4,1128
mRNA91857,1,3100,1334
mRNA91858,0,0,0
mRNA91859,0,0,0
mRNA91860,0,0,0
mRNA91861,459,43,4
mRNA91862,459,43,4
mRNA91863,459,43,4
mRNA91864,459,43,4
mRNA91865,444,43,4
mRNA91866,209,133,31
mRNA91867,209,133,31
mRNA91868,209,133,31
mRNA91869,209,133,31
mRNA91870,209,133,31
mRNA91871,209,133,31
mRNA91872,209,133,31
mRNA91873,209,133,31
mRNA91874,209,133,31
mRNA91875,209,133,31
mRNA91876,120,0,4
mRNA91877,0,0,0
mRNA91878,0,0,0
mRNA91879,0,0,0
mRNA91880,0,0,0
mRNA91881,0,0,0
mRNA91882,1,0,0
mRNA91883,1,0,0
mRNA91884,296,0,612
mRNA91885,105,0,211
mRNA91886,105,0,211
mRNA91887,105,0,211
mRNA91888,105,0,206
mRNA91889,105,0,206
mRNA91890,105,0,206
mRNA91891,105,0,206
mRNA91892,200,0,491
mRNA91893,202,0,505
mRNA91894,202,0,505
mRNA91895,200,0,494
mRNA91896,200,0,494
mRNA91897,200,0,494
mRNA91898,200,0,494
mRNA91899,200,0,494
mRNA91900,177,0,384
mRNA91901,0,0,1
mRNA91902,0,0,1
mRNA91903,0,0,1
mRNA91904,0,0,1
mRNA91905,0,0,0
mRNA91906,0,904,401
mRNA91907,0,0,0
mRNA91908,0,0,0
mRNA91909,31,0,1
mRNA91910,31,0,1
mRNA91911,31,0,1
mRNA91912,31,0,1
mRNA91913,31,0,1
mRNA91914,31,0,1
mRNA91915,0,0,0
mRNA91916,0,0,0
mRNA91917,0,0,0
mRNA91918,0,0,0
mRNA91919,0,0,0
mRNA91920,0,0,0
mRNA91921,0,0,0
mRNA91922,0,0,0
mRNA91923,0,0,0
mRNA91924,0,0,0
mRNA91925,0,0,0
mRNA91926,0,0,0
mRNA91927,0,0,0
mRNA91928,0,0,0
mRNA91929,0,0,0
mRNA91930,0,7,4
mRNA91931,0,7,4
mRNA91932,0,7,4
mRNA91933,0,7,4
mRNA91934,0,7,4
mRNA91935,0,7,4
mRNA91936,0,7,4
mRNA91937,0,7,4
mRNA91938,0,7,4
mRNA91939,0,7,4
mRNA91940,0,7,4
mRNA91941,0,7,4
mRNA91942,0,7,4
mRNA91943,0,7,4
mRNA91944,0,0,0
mRNA91945,0,0,0
mRNA91946,0,0,0
mRNA91947,0,1,1
mRNA91948,0,0,0
mRNA91949,0,0,0
mRNA91950,0,0,0
mRNA91951,146,0,803
mRNA91952,146,0,803
mRNA91953,146,0,798
mRNA91954,146,0,770
mRNA91955,146,0,770
mRNA91956,137,453,71
mRNA91957,137,453,71
mRNA91958,137,453,71
mRNA91959,137,453,71
mRNA91960,137,453,71
mRNA91961,39,66,20
mRNA91962,570,0,1200
mRNA91963,570,0,1200
mRNA91964,570,0,1200
mRNA91965,570,0,1200
mRNA91966,570,0,1200
mRNA91967,570,0,1200
mRNA91968,569,0,1200
mRNA91969,0,1,451
mRNA91970,0,1,451
mRNA91971,0,1,451
mRNA91972,0,1,451
mRNA91973,0,1,451
mRNA91974,0,1,451
mRNA91975,0,1,451
mRNA91976,0,1,451
mRNA91977,0,1,451
mRNA91978,0,1,451
mRNA91979,0,1,451
mRNA91980,0,1,451
mRNA91981,0,1,451
mRNA91982,158,55,2
mRNA91983,158,55,2
mRNA91984,158,55,2
mRNA91985,158,55,2
mRNA91986,158,55,2
mRNA91987,158,55,2
mRNA91988,158,55,2
mRNA91989,158,55,2
mRNA91990,158,55,2
mRNA91991,158,55,2
mRNA91992,158,55,2
mRNA91993,74,0,2
mRNA91994,0,0,0
mRNA91995,158,55,2
mRNA91996,0,129,1
mRNA91997,102,458,312
mRNA91998,102,458,312
mRNA91999,102,458,312
mRNA92000,102,458,312
mRNA92001,102,458,312
mRNA92002,102,458,312
mRNA92003,102,458,312
mRNA92004,102,458,312
mRNA92005,102,458,312
mRNA92006,102,458,312
mRNA92007,102,458,312
mRNA92008,102,458,312
mRNA92009,102,457,311
mRNA92010,102,457,311
mRNA92011,102,457,311
mRNA92012,102,457,311
mRNA92013,101,429,311
mRNA92014,101,429,311
mRNA92015,101,430,312
mRNA92016,101,430,312
mRNA92017,101,430,312
mRNA92018,101,430,312
mRNA92019,101,430,312
mRNA92020,101,430,312
mRNA92021,101,430,312
mRNA92022,101,430,312
mRNA92023,101,430,312
mRNA92024,101,430,312
mRNA92025,101,429,311
mRNA92026,101,429,311
mRNA92027,101,429,311
mRNA92028,101,429,311
mRNA92029,101,429,311
mRNA92030,101,429,311
mRNA92031,0,280,63
mRNA92032,0,280,63
mRNA92033,0,280,63
mRNA92034,0,280,63
mRNA92035,0,280,63
mRNA92036,0,280,63
mRNA92037,0,280,63
mRNA92038,0,280,63
mRNA92039,0,280,63
mRNA92040,28,456,80
mRNA92041,28,456,80
mRNA92042,28,456,80
mRNA92043,28,456,80
mRNA92044,28,456,80
mRNA92045,28,456,80
mRNA92046,28,456,80
mRNA92047,28,456,80
mRNA92048,28,450,80
mRNA92049,28,450,80
mRNA92050,28,456,80
mRNA92051,28,456,80
mRNA92052,28,456,80
mRNA92053,28,456,79
mRNA92054,28,450,79
mRNA92055,28,456,79
mRNA92056,28,450,79
mRNA92057,1,1,2
mRNA92058,1,1,2
mRNA92059,1,1,2
mRNA92060,1,1,2
mRNA92061,0,0,0
mRNA92062,0,0,0
mRNA92063,0,0,0
mRNA92064,0,0,0
mRNA92065,0,0,0
mRNA92066,0,0,0
mRNA92067,0,0,0
mRNA92068,0,0,0
mRNA92069,0,0,0
mRNA92070,0,0,0
mRNA92071,0,0,0
mRNA92072,348,1414,1580
mRNA92073,348,1414,1580
mRNA92074,348,1414,1580
mRNA92075,348,1414,1580
mRNA92076,348,1414,1580
mRNA92077,348,1414,1580
mRNA92078,348,1414,1580
mRNA92079,348,1414,1580
mRNA92080,348,1414,1580
mRNA92081,348,1414,1580
mRNA92082,348,1414,1580
mRNA92083,90,0,71
mRNA92084,90,0,71
mRNA92085,90,0,71
mRNA92086,1,0,0
mRNA92087,1,0,0
mRNA92088,0,0,0
mRNA92089,0,0,0
mRNA92090,0,0,0
mRNA92091,405,0,299
mRNA92092,405,0,299
mRNA92093,405,0,299
mRNA92094,405,0,299
mRNA92095,405,0,299
mRNA92096,405,0,299
mRNA92097,405,0,299
mRNA92098,405,0,299
mRNA92099,405,0,299
mRNA92100,405,0,298
mRNA92101,405,0,298
mRNA92102,405,0,298
mRNA92103,402,0,293
mRNA92104,402,0,289
mRNA92105,405,0,298
mRNA92106,405,0,298
mRNA92107,405,0,298
mRNA92108,405,0,298
mRNA92109,405,0,298
mRNA92110,375,0,211
mRNA92111,0,0,0
mRNA92112,4,0,0
mRNA92113,4,0,0
mRNA92114,84,95,59
mRNA92115,84,95,59
mRNA92116,0,0,1
mRNA92117,0,0,1
mRNA92118,0,0,1
mRNA92119,0,0,1
mRNA92120,0,0,1
mRNA92121,0,0,1
mRNA92122,0,0,1
mRNA92123,0,0,1
mRNA92124,0,0,1
mRNA92125,0,0,1
mRNA92126,0,0,1
mRNA92127,0,0,1
mRNA92128,0,0,1
mRNA92129,0,0,1
mRNA92130,0,0,1
mRNA92131,0,0,1
mRNA92132,0,0,1
mRNA92133,0,0,1
mRNA92134,0,0,0
mRNA92135,0,0,0
mRNA92136,0,0,0
mRNA92137,0,0,0
mRNA92138,102,1,28
mRNA92139,102,1,28
mRNA92140,102,1,28
mRNA92141,102,1,28
mRNA92142,102,1,25
mRNA92143,102,1,25
mRNA92144,0,0,0
mRNA92145,0,0,0
mRNA92146,0,0,0
mRNA92147,0,0,0
mRNA92148,0,0,0
mRNA92149,0,0,0
mRNA92150,0,0,0
mRNA92151,0,0,0
mRNA92152,907,4373,213
mRNA92153,907,4373,213
mRNA92154,907,4373,213
mRNA92155,896,4360,211
mRNA92156,27,0,12
mRNA92157,27,0,12
mRNA92158,27,0,12
mRNA92159,27,0,12
mRNA92160,27,0,12
mRNA92161,27,0,12
mRNA92162,0,0,0
mRNA92163,0,0,0
mRNA92164,0,0,0
mRNA92165,0,0,0
mRNA92166,0,0,0
mRNA92167,0,0,0
mRNA92168,0,0,0
mRNA92169,0,0,0
mRNA92170,0,0,0
mRNA92171,171,0,0
mRNA92172,171,0,0
mRNA92173,171,0,0
mRNA92174,169,0,0
mRNA92175,169,0,0
mRNA92176,169,0,0
mRNA92177,169,0,0
mRNA92178,169,0,0
mRNA92179,30,0,0
mRNA92180,0,0,0
mRNA92181,1,0,0
mRNA92182,31,515,289
mRNA92183,31,515,263
mRNA92184,0,499,171
mRNA92185,31,515,289
mRNA92186,31,515,289
mRNA92187,31,515,263
mRNA92188,31,515,263
mRNA92189,31,138,165
mRNA92190,31,138,165
mRNA92191,31,138,165
mRNA92192,204,1560,325
mRNA92193,0,3,0
mRNA92194,0,0,0
mRNA92195,0,0,0
mRNA92196,0,0,0
mRNA92197,0,0,0
mRNA92198,0,0,0
mRNA92199,0,0,0
mRNA92200,0,0,0
mRNA92201,0,0,0
mRNA92202,0,0,0
mRNA92203,0,0,0
mRNA92204,0,0,0
mRNA92205,0,0,0
mRNA92206,0,0,0
mRNA92207,0,0,0
mRNA92208,0,0,0
mRNA92209,0,0,0
mRNA92210,0,0,0
mRNA92211,0,0,0
mRNA92212,0,0,0
mRNA92213,0,0,0
mRNA92214,0,0,0
mRNA92215,0,0,0
mRNA92216,0,0,0
mRNA92217,0,0,0
mRNA92218,0,0,0
mRNA92219,0,0,0
mRNA92220,0,0,0
mRNA92221,0,0,0
mRNA92222,0,0,0
mRNA92223,0,0,0
mRNA92224,0,0,0
mRNA92225,5,0,55
mRNA92226,2,0,30
mRNA92227,2,0,30
mRNA92228,2,0,30
mRNA92229,2,0,30
mRNA92230,2,0,30
mRNA92231,2,0,30
mRNA92232,2,0,30
mRNA92233,2,0,30
mRNA92234,2,0,30
mRNA92235,2,0,30
mRNA92236,2,0,30
mRNA92237,2,0,30
mRNA92238,2,0,30
mRNA92239,2,0,30
mRNA92240,0,0,30
mRNA92241,0,0,30
mRNA92242,0,0,30
mRNA92243,0,0,30
mRNA92244,0,0,30
mRNA92245,0,0,58
mRNA92246,0,0,58
mRNA92247,0,0,58
mRNA92248,0,0,25
mRNA92249,0,0,58
