mRNA,SRR6408214,SRR6408215,SRR6408216
mRNA92250,0,0,58
mRNA92251,0,0,58
mRNA92252,0,0,58
mRNA92253,0,0,58
mRNA92254,0,0,58
mRNA92255,0,0,58
mRNA92256,0,0,0
mRNA92257,18,0,1
mRNA92258,18,0,1
mRNA92259,0,0,94
mRNA92260,0,0,94
mRNA92261,0,0,94
mRNA92262,0,0,94
mRNA92263,0,0,94
mRNA92264,0,0,94
mRNA92265,0,0,94
mRNA92266,0,0,84
mRNA92267,0,0,84
mRNA92268,0,0,84
mRNA92269,0,0,84
mRNA92270,0,0,84
mRNA92271,0,0,84
mRNA92272,0,0,84
mRNA92273,0,0,84
mRNA92274,0,0,84
mRNA92275,0,0,84
mRNA92276,0,0,84
mRNA92277,0,0,84
mRNA92278,0,0,84
mRNA92279,0,0,84
mRNA92280,0,0,84
mRNA92281,0,0,84
mRNA92282,0,0,84
mRNA92283,0,0,84
mRNA92284,0,0,10
mRNA92285,0,0,10
mRNA92286,0,0,10
mRNA92287,0,0,10
mRNA92288,44,0,72
mRNA92289,44,0,72
mRNA92290,44,0,72
mRNA92291,44,0,72
mRNA92292,44,0,72
mRNA92293,44,0,71
mRNA92294,44,0,71
mRNA92295,44,0,71
mRNA92296,44,0,71
mRNA92297,44,0,69
mRNA92298,0,0,69
mRNA92299,44,0,9
mRNA92300,22,120,0
mRNA92301,22,118,0
mRNA92302,0,0,0
mRNA92303,0,0,0
mRNA92304,0,0,0
mRNA92305,0,0,0
mRNA92306,0,0,0
mRNA92307,0,0,0
mRNA92308,0,0,0
mRNA92309,1,0,1
mRNA92310,1,0,1
mRNA92311,1,0,1
mRNA92312,1,0,1
mRNA92313,1,0,1
mRNA92314,1,0,1
mRNA92315,1,0,1
mRNA92316,1,0,1
mRNA92317,1,0,1
mRNA92318,1,0,1
mRNA92319,1,0,1
mRNA92320,1,0,1
mRNA92321,1,0,1
mRNA92322,1,0,1
mRNA92323,1,0,1
mRNA92324,1,0,1
mRNA92325,1,0,1
mRNA92326,1,0,1
mRNA92327,1,0,1
mRNA92328,1,0,1
mRNA92329,0,0,0
mRNA92330,10,12,16
mRNA92331,10,10,16
mRNA92332,10,10,16
mRNA92333,10,10,16
mRNA92334,10,10,16
mRNA92335,10,12,16
mRNA92336,10,12,16
mRNA92337,10,10,16
mRNA92338,10,0,16
mRNA92339,10,0,16
mRNA92340,10,0,15
mRNA92341,7,0,16
mRNA92342,42,105,10
mRNA92343,39,105,8
mRNA92344,37,88,5
mRNA92345,37,88,5
mRNA92346,31,2,1
mRNA92347,11,105,8
mRNA92348,0,0,0
mRNA92349,41,108,10
mRNA92350,41,108,10
mRNA92351,41,108,10
mRNA92352,41,108,10
mRNA92353,41,108,10
mRNA92354,41,108,10
mRNA92355,41,108,10
mRNA92356,41,108,10
mRNA92357,41,94,9
mRNA92358,40,92,9
mRNA92359,27,5,2
mRNA92360,618,861,519
mRNA92361,20,106,9
mRNA92362,20,106,9
mRNA92363,20,106,9
mRNA92364,20,106,9
mRNA92365,20,106,9
mRNA92366,20,106,9
mRNA92367,20,106,9
mRNA92368,20,106,9
mRNA92369,1,52,1
mRNA92370,1,52,1
mRNA92371,1,52,1
mRNA92372,1,52,1
mRNA92373,282,229,130
mRNA92374,1,1,1
mRNA92375,0,0,0
mRNA92376,1,0,0
mRNA92377,0,0,0
mRNA92378,291,518,374
mRNA92379,291,518,374
mRNA92380,291,518,374
mRNA92381,291,518,374
mRNA92382,291,519,376
mRNA92383,290,518,374
mRNA92384,290,518,374
mRNA92385,290,518,374
mRNA92386,290,518,374
mRNA92387,291,518,374
mRNA92388,290,518,374
mRNA92389,290,518,374
mRNA92390,290,518,374
mRNA92391,290,518,374
mRNA92392,290,518,374
mRNA92393,290,518,374
mRNA92394,290,518,374
mRNA92395,290,518,374
mRNA92396,224,279,207
mRNA92397,291,518,374
mRNA92398,291,518,374
mRNA92399,291,518,374
mRNA92400,290,518,374
mRNA92401,291,518,368
mRNA92402,291,517,360
mRNA92403,0,0,0
mRNA92404,700,185,163
mRNA92405,700,185,163
mRNA92406,700,185,163
mRNA92407,700,185,163
mRNA92408,700,185,163
mRNA92409,700,185,163
mRNA92410,700,185,163
mRNA92411,700,185,163
mRNA92412,700,185,163
mRNA92413,700,183,163
mRNA92414,670,183,153
mRNA92415,700,183,163
mRNA92416,700,183,163
mRNA92417,700,183,163
mRNA92418,700,183,163
mRNA92419,670,183,153
mRNA92420,670,183,153
mRNA92421,664,152,163
mRNA92422,608,152,124
mRNA92423,0,0,0
mRNA92424,0,0,0
mRNA92425,0,0,0
mRNA92426,0,0,0
mRNA92427,0,0,0
mRNA92428,0,0,0
mRNA92429,1326,87,567
mRNA92430,129,117,14
mRNA92431,129,117,10
mRNA92432,181,24,91
mRNA92433,181,24,91
mRNA92434,181,24,87
mRNA92435,181,24,87
mRNA92436,181,24,87
mRNA92437,181,24,87
mRNA92438,49,29,29
mRNA92439,740,1824,457
mRNA92440,740,1794,447
mRNA92441,0,0,0
mRNA92442,0,0,0
mRNA92443,0,0,0
mRNA92444,0,0,0
mRNA92445,0,0,0
mRNA92446,0,0,0
mRNA92447,0,0,0
mRNA92448,0,0,0
mRNA92449,0,0,0
mRNA92450,0,0,0
mRNA92451,0,0,0
mRNA92452,0,0,0
mRNA92453,0,0,0
mRNA92454,434,521,185
mRNA92455,434,521,185
mRNA92456,434,521,185
mRNA92457,0,0,0
mRNA92458,0,0,0
mRNA92459,0,0,0
mRNA92460,0,0,0
mRNA92461,0,0,0
mRNA92462,0,0,0
mRNA92463,0,0,0
mRNA92464,1,0,0
mRNA92465,0,0,0
mRNA92466,0,0,0
mRNA92467,7,0,8
mRNA92468,7,0,8
mRNA92469,7,0,8
mRNA92470,7,0,8
mRNA92471,7,0,8
mRNA92472,7,0,8
mRNA92473,7,0,8
mRNA92474,7,0,8
mRNA92475,7,0,8
mRNA92476,7,0,8
mRNA92477,7,0,0
mRNA92478,7,0,0
mRNA92479,7,0,0
mRNA92480,7,0,0
mRNA92481,49,697,71
mRNA92482,49,697,71
mRNA92483,49,697,71
mRNA92484,49,697,71
mRNA92485,0,0,1
mRNA92486,0,0,1
mRNA92487,0,0,1
mRNA92488,0,0,0
mRNA92489,0,0,0
mRNA92490,272,380,244
mRNA92491,272,380,243
mRNA92492,272,380,243
mRNA92493,272,380,243
mRNA92494,272,380,243
mRNA92495,272,380,243
mRNA92496,272,380,243
mRNA92497,272,380,243
mRNA92498,272,380,243
mRNA92499,0,219,21
mRNA92500,0,219,21
mRNA92501,133,360,218
mRNA92502,133,360,218
mRNA92503,133,360,218
mRNA92504,129,360,200
mRNA92505,129,360,200
mRNA92506,129,360,200
mRNA92507,74,341,167
mRNA92508,114,262,82
mRNA92509,75,228,26
mRNA92510,107,0,83
mRNA92511,107,0,83
mRNA92512,107,0,83
mRNA92513,107,0,82
mRNA92514,107,0,82
mRNA92515,107,0,82
mRNA92516,107,0,82
mRNA92517,3,1,2
mRNA92518,3,1,2
mRNA92519,3,1,2
mRNA92520,3,1,2
mRNA92521,1,0,0
mRNA92522,1,0,0
mRNA92523,3,1,2
mRNA92524,3,1,2
mRNA92525,0,0,0
mRNA92526,133,134,193
mRNA92527,126,130,188
mRNA92528,1,0,30
mRNA92529,1,0,30
mRNA92530,1,0,30
mRNA92531,1,0,30
mRNA92532,1,0,30
mRNA92533,1,0,2
mRNA92534,1,0,2
mRNA92535,1,0,2
mRNA92536,1,0,2
mRNA92537,1,0,2
mRNA92538,1,0,2
mRNA92539,1,0,2
mRNA92540,1,0,2
mRNA92541,1,0,2
mRNA92542,1,0,0
mRNA92543,0,0,28
mRNA92544,1,0,0
mRNA92545,0,0,0
mRNA92546,0,0,0
mRNA92547,0,0,0
mRNA92548,0,0,0
mRNA92549,0,0,0
mRNA92550,0,0,0
mRNA92551,0,0,0
mRNA92552,0,0,4
mRNA92553,0,0,0
mRNA92554,0,0,0
mRNA92555,0,0,0
mRNA92556,0,0,0
mRNA92557,0,0,0
mRNA92558,0,0,0
mRNA92559,0,0,0
mRNA92560,0,0,0
mRNA92561,0,0,0
mRNA92562,0,0,0
mRNA92563,0,0,0
mRNA92564,0,0,0
mRNA92565,0,0,0
mRNA92566,0,0,0
mRNA92567,0,0,0
mRNA92568,0,0,0
mRNA92569,917,1616,407
mRNA92570,917,1616,407
mRNA92571,917,1616,407
mRNA92572,917,1616,407
mRNA92573,917,1616,407
mRNA92574,471,711,1644
mRNA92575,471,711,1644
mRNA92576,262,554,204
mRNA92577,511,890,880
mRNA92578,511,890,880
mRNA92579,511,890,880
mRNA92580,511,890,880
mRNA92581,511,890,879
mRNA92582,0,0,0
mRNA92583,36,20,3
mRNA92584,36,20,3
mRNA92585,36,20,3
mRNA92586,36,20,3
mRNA92587,25,20,3
mRNA92588,1,0,2
mRNA92589,1,0,0
mRNA92590,1,0,0
mRNA92591,1,0,0
mRNA92592,1,0,0
mRNA92593,0,0,0
mRNA92594,0,0,0
mRNA92595,0,0,0
mRNA92596,0,0,0
mRNA92597,0,0,0
mRNA92598,0,0,0
mRNA92599,0,0,0
mRNA92600,0,0,0
mRNA92601,0,0,0
mRNA92602,0,0,0
mRNA92603,0,0,0
mRNA92604,0,0,0
mRNA92605,74,206,56
mRNA92606,74,206,56
mRNA92607,21,10,20
mRNA92608,74,206,56
mRNA92609,21,10,20
mRNA92610,21,10,20
mRNA92611,625,2767,2631
mRNA92612,625,2767,2631
mRNA92613,625,2767,2631
mRNA92614,625,2767,2631
mRNA92615,625,2767,2631
mRNA92616,415,0,1121
mRNA92617,0,0,0
mRNA92618,219,407,161
mRNA92619,219,407,161
mRNA92620,219,407,161
mRNA92621,219,407,161
mRNA92622,219,407,161
mRNA92623,219,407,161
mRNA92624,204,400,120
mRNA92625,204,400,120
mRNA92626,204,400,120
mRNA92627,199,400,100
mRNA92628,238,409,302
mRNA92629,238,409,302
mRNA92630,234,409,302
mRNA92631,234,409,302
mRNA92632,234,409,302
mRNA92633,234,409,302
mRNA92634,1,0,7
mRNA92635,2,0,7
mRNA92636,100,127,134
mRNA92637,100,127,134
mRNA92638,100,127,134
mRNA92639,100,127,134
mRNA92640,100,127,134
mRNA92641,100,127,134
mRNA92642,11,118,9
mRNA92643,0,0,1
mRNA92644,0,0,1
mRNA92645,0,0,1
mRNA92646,0,0,1
mRNA92647,0,0,1
mRNA92648,0,0,0
mRNA92649,0,0,0
mRNA92650,0,0,0
mRNA92651,0,0,0
mRNA92652,278,0,849
mRNA92653,278,0,849
mRNA92654,0,0,200
mRNA92655,0,0,200
mRNA92656,0,0,200
mRNA92657,0,0,149
mRNA92658,0,0,0
mRNA92659,0,0,0
mRNA92660,0,0,0
mRNA92661,0,0,0
mRNA92662,0,0,0
mRNA92663,0,0,0
mRNA92664,14,46,9
mRNA92665,0,0,169
mRNA92666,0,0,169
mRNA92667,0,0,169
mRNA92668,0,0,169
mRNA92669,0,0,169
mRNA92670,0,0,169
mRNA92671,0,0,169
mRNA92672,0,0,169
mRNA92673,0,0,2
mRNA92674,0,0,2
mRNA92675,0,0,2
mRNA92676,0,0,2
mRNA92677,0,0,0
mRNA92678,0,0,0
mRNA92679,0,0,0
mRNA92680,0,0,21
mRNA92681,0,0,1
mRNA92682,732,672,603
mRNA92683,38,68,13
mRNA92684,46,73,15
mRNA92685,46,73,15
mRNA92686,38,68,13
mRNA92687,46,73,15
mRNA92688,339,344,447
mRNA92689,0,0,150
mRNA92690,0,0,150
mRNA92691,0,0,150
mRNA92692,0,0,150
mRNA92693,0,0,150
mRNA92694,0,0,150
mRNA92695,0,0,150
mRNA92696,0,0,43
mRNA92697,0,0,0
mRNA92698,0,0,0
mRNA92699,1,774,4
mRNA92700,0,0,0
mRNA92701,0,0,0
mRNA92702,0,0,0
mRNA92703,0,0,0
mRNA92704,0,0,0
mRNA92705,0,0,0
mRNA92706,0,0,0
mRNA92707,0,0,23
mRNA92708,0,0,23
mRNA92709,0,0,23
mRNA92710,1,0,4
mRNA92711,1,0,4
mRNA92712,1,0,4
mRNA92713,1,0,4
mRNA92714,1,0,4
mRNA92715,1,0,4
mRNA92716,1,0,4
mRNA92717,1,0,4
mRNA92718,1,0,4
mRNA92719,1,0,4
mRNA92720,1,0,4
mRNA92721,1,0,4
mRNA92722,1,0,4
mRNA92723,1,0,4
mRNA92724,1,0,4
mRNA92725,1,0,4
mRNA92726,1,0,4
mRNA92727,1,0,4
mRNA92728,1,0,4
mRNA92729,1,0,4
mRNA92730,1,0,4
mRNA92731,1,0,4
mRNA92732,1,0,4
mRNA92733,1,0,4
mRNA92734,1,0,4
mRNA92735,1,0,4
mRNA92736,1,0,4
mRNA92737,1,0,4
mRNA92738,1,0,4
mRNA92739,1,0,4
mRNA92740,0,0,26
mRNA92741,0,0,26
mRNA92742,10,455,32
mRNA92743,10,462,45
mRNA92744,78,337,372
mRNA92745,78,337,372
mRNA92746,78,337,372
mRNA92747,78,337,372
mRNA92748,78,337,371
mRNA92749,78,337,372
mRNA92750,78,337,372
mRNA92751,78,337,371
mRNA92752,61,223,187
mRNA92753,0,0,0
mRNA92754,0,0,0
mRNA92755,0,0,0
mRNA92756,0,0,0
mRNA92757,0,0,0
mRNA92758,0,0,0
mRNA92759,0,0,0
mRNA92760,0,0,0
mRNA92761,19,0,8
mRNA92762,19,0,8
mRNA92763,19,0,8
mRNA92764,931,107,398
mRNA92765,931,107,398
mRNA92766,931,107,398
mRNA92767,931,107,398
mRNA92768,839,107,266
mRNA92769,886,107,398
mRNA92770,827,107,273
mRNA92771,794,107,266
mRNA92772,794,107,266
mRNA92773,705,107,266
mRNA92774,3195,11255,6877
mRNA92775,1391,5367,2631
mRNA92776,1391,5367,2631
mRNA92777,1804,5888,4246
mRNA92778,1796,5865,4173
mRNA92779,1796,5865,4173
mRNA92780,1676,5540,3591
mRNA92781,1673,5540,3584
mRNA92782,39,0,39
mRNA92783,39,0,39
mRNA92784,39,0,39
mRNA92785,39,0,38
mRNA92786,39,0,38
mRNA92787,39,0,38
mRNA92788,39,0,38
mRNA92789,39,0,38
mRNA92790,39,0,38
mRNA92791,39,0,38
mRNA92792,39,0,38
mRNA92793,0,0,35
mRNA92794,39,0,38
mRNA92795,39,0,13
mRNA92796,39,0,13
mRNA92797,39,0,13
mRNA92798,39,0,13
mRNA92799,136,68,319
mRNA92800,123,26,304
mRNA92801,104,1,291
mRNA92802,0,0,2
mRNA92803,0,0,2
mRNA92804,0,0,2
mRNA92805,0,0,1
mRNA92806,0,0,0
mRNA92807,246,1,113
mRNA92808,246,1,106
mRNA92809,246,1,106
mRNA92810,246,1,106
mRNA92811,246,1,106
mRNA92812,246,0,85
mRNA92813,54,1,387
mRNA92814,54,1,387
mRNA92815,54,1,387
mRNA92816,54,1,382
mRNA92817,54,1,382
mRNA92818,54,1,382
mRNA92819,54,0,381
mRNA92820,54,0,380
mRNA92821,54,0,380
mRNA92822,46,0,347
mRNA92823,1,0,24
mRNA92824,1,0,24
mRNA92825,0,0,24
mRNA92826,0,0,24
mRNA92827,0,0,24
mRNA92828,1,0,24
mRNA92829,1,0,24
mRNA92830,1,0,24
mRNA92831,0,0,24
mRNA92832,1,0,21
mRNA92833,1,0,1
mRNA92834,1,0,1
mRNA92835,1,0,1
mRNA92836,1,0,1
mRNA92837,327,203,22
mRNA92838,327,203,22
mRNA92839,0,0,0
mRNA92840,0,0,0
mRNA92841,0,0,0
mRNA92842,0,0,0
mRNA92843,0,0,0
mRNA92844,1,277,2
mRNA92845,0,277,0
mRNA92846,0,277,0
mRNA92847,0,277,0
mRNA92848,0,272,0
mRNA92849,2,1,1
mRNA92850,2,1,1
mRNA92851,2,1,1
mRNA92852,2,1,1
mRNA92853,2,1,1
mRNA92854,2,1,1
mRNA92855,2,1,1
mRNA92856,2,1,1
mRNA92857,2,1,1
mRNA92858,2,1,1
mRNA92859,1,1,1
mRNA92860,1,1,1
mRNA92861,1,1,1
mRNA92862,1,1,1
mRNA92863,1,1,1
mRNA92864,0,1,0
mRNA92865,0,0,0
mRNA92866,0,0,1
mRNA92867,4,0,0
mRNA92868,1,0,4
mRNA92869,1,0,4
mRNA92870,0,0,4
mRNA92871,0,0,4
mRNA92872,1,0,4
mRNA92873,1,0,4
mRNA92874,0,53,12
mRNA92875,44,149,158
mRNA92876,6,0,6
mRNA92877,6,0,6
mRNA92878,0,0,112
mRNA92879,0,0,112
mRNA92880,0,0,112
mRNA92881,0,0,112
mRNA92882,0,0,112
mRNA92883,0,0,112
mRNA92884,0,0,112
mRNA92885,0,0,112
mRNA92886,0,0,112
mRNA92887,0,0,112
mRNA92888,284,0,90
mRNA92889,284,0,90
mRNA92890,251,0,19
mRNA92891,284,0,90
mRNA92892,284,0,90
mRNA92893,254,0,19
mRNA92894,284,0,90
mRNA92895,284,0,90
mRNA92896,251,0,19
mRNA92897,257,0,84
mRNA92898,118,0,75
mRNA92899,0,0,0
mRNA92900,239,856,674
mRNA92901,57,7,184
mRNA92902,38,7,150
mRNA92903,57,7,184
mRNA92904,57,7,184
mRNA92905,38,2,150
mRNA92906,268,462,162
mRNA92907,268,462,162
mRNA92908,266,454,158
mRNA92909,268,462,162
mRNA92910,268,462,162
mRNA92911,357,629,211
mRNA92912,357,629,211
mRNA92913,16,0,17
mRNA92914,0,0,0
mRNA92915,0,0,0
mRNA92916,0,0,0
mRNA92917,0,1,0
mRNA92918,0,0,15
mRNA92919,0,0,0
mRNA92920,0,0,0
mRNA92921,0,0,0
mRNA92922,0,0,0
mRNA92923,0,0,0
mRNA92924,0,0,0
mRNA92925,0,0,0
mRNA92926,0,0,0
mRNA92927,0,0,0
mRNA92928,0,0,0
mRNA92929,0,0,0
mRNA92930,0,0,0
mRNA92931,0,0,0
mRNA92932,0,0,0
mRNA92933,0,0,0
mRNA92934,0,0,0
mRNA92935,1,0,0
mRNA92936,0,0,0
mRNA92937,0,0,0
mRNA92938,0,0,0
mRNA92939,161,0,84
mRNA92940,0,0,0
mRNA92941,0,0,0
mRNA92942,0,0,0
mRNA92943,0,0,0
mRNA92944,0,0,0
mRNA92945,0,0,0
mRNA92946,3,4,2
mRNA92947,3,4,2
mRNA92948,20,80,8
mRNA92949,20,80,8
mRNA92950,20,80,8
mRNA92951,20,80,8
mRNA92952,20,80,8
mRNA92953,20,80,8
mRNA92954,0,0,9
mRNA92955,0,0,5
mRNA92956,0,0,5
mRNA92957,0,0,9
mRNA92958,0,0,5
mRNA92959,0,0,5
mRNA92960,0,0,5
mRNA92961,0,0,5
mRNA92962,0,0,5
mRNA92963,0,0,5
mRNA92964,0,0,5
mRNA92965,0,0,5
mRNA92966,0,0,5
mRNA92967,0,0,5
mRNA92968,0,0,5
mRNA92969,0,0,5
mRNA92970,0,0,5
mRNA92971,0,0,5
mRNA92972,0,0,4
mRNA92973,0,0,4
mRNA92974,0,0,4
mRNA92975,245,0,244
mRNA92976,245,0,244
mRNA92977,245,0,244
mRNA92978,245,0,243
mRNA92979,32,0,33
mRNA92980,398,306,237
mRNA92981,398,306,237
mRNA92982,398,306,237
mRNA92983,398,306,237
mRNA92984,398,306,237
mRNA92985,398,306,237
mRNA92986,398,306,237
mRNA92987,195,124,140
mRNA92988,398,306,237
mRNA92989,393,298,234
mRNA92990,386,294,220
mRNA92991,386,294,220
mRNA92992,386,294,220
mRNA92993,349,286,143
mRNA92994,349,286,143
mRNA92995,70,2,6
mRNA92996,70,2,3
mRNA92997,46,0,1
mRNA92998,74,16,44
mRNA92999,74,16,44
mRNA93000,74,16,44
mRNA93001,74,16,44
mRNA93002,74,16,44
mRNA93003,74,16,44
mRNA93004,29,16,44
mRNA93005,29,16,44
mRNA93006,29,16,44
mRNA93007,29,16,44
mRNA93008,29,16,44
mRNA93009,29,16,44
mRNA93010,29,16,44
mRNA93011,29,16,43
mRNA93012,28,16,44
mRNA93013,28,16,44
mRNA93014,28,16,44
mRNA93015,28,16,44
mRNA93016,28,16,44
mRNA93017,28,16,44
mRNA93018,28,16,44
mRNA93019,28,16,44
mRNA93020,28,16,44
mRNA93021,28,16,44
mRNA93022,28,16,44
mRNA93023,28,16,44
mRNA93024,28,16,44
mRNA93025,28,16,44
mRNA93026,240,506,119
mRNA93027,240,506,119
mRNA93028,240,506,119
mRNA93029,334,210,60
mRNA93030,702,406,112
mRNA93031,0,0,13
mRNA93032,0,0,1
mRNA93033,0,0,1
mRNA93034,0,0,1
mRNA93035,0,0,0
mRNA93036,1,0,1
mRNA93037,1,0,1
mRNA93038,18,0,91
mRNA93039,18,0,91
mRNA93040,56,0,131
mRNA93041,18,0,91
mRNA93042,56,0,131
mRNA93043,56,0,131
mRNA93044,18,0,91
mRNA93045,18,0,91
mRNA93046,18,0,91
mRNA93047,2069,945,561
mRNA93048,2069,945,561
mRNA93049,188,118,421
mRNA93050,188,118,418
mRNA93051,188,118,418
mRNA93052,670,3,443
mRNA93053,670,3,443
mRNA93054,670,3,443
mRNA93055,670,3,443
mRNA93056,670,3,443
mRNA93057,670,3,443
mRNA93058,670,3,443
mRNA93059,670,3,443
mRNA93060,670,3,443
mRNA93061,670,3,443
mRNA93062,379,418,109
mRNA93063,379,418,109
mRNA93064,379,418,109
mRNA93065,379,418,109
mRNA93066,379,418,109
mRNA93067,379,418,109
mRNA93068,379,418,109
mRNA93069,379,418,109
mRNA93070,379,418,109
mRNA93071,379,418,109
mRNA93072,379,418,109
mRNA93073,379,418,109
mRNA93074,379,418,109
mRNA93075,379,418,109
mRNA93076,379,418,109
mRNA93077,171,209,192
mRNA93078,171,209,192
mRNA93079,171,209,192
mRNA93080,171,209,192
mRNA93081,171,209,192
mRNA93082,171,209,192
mRNA93083,171,209,192
mRNA93084,171,209,192
mRNA93085,171,209,192
mRNA93086,171,209,192
mRNA93087,171,209,192
mRNA93088,171,209,192
mRNA93089,171,209,192
mRNA93090,171,209,192
mRNA93091,171,209,192
mRNA93092,171,209,192
mRNA93093,116,15,186
mRNA93094,314,76,39
mRNA93095,60,0,5
mRNA93096,0,1,0
mRNA93097,0,1,0
mRNA93098,0,0,0
mRNA93099,0,0,0
mRNA93100,167,460,103
mRNA93101,167,460,103
mRNA93102,167,460,103
mRNA93103,167,460,103
mRNA93104,167,460,103
mRNA93105,167,460,102
mRNA93106,165,460,98
mRNA93107,165,460,98
mRNA93108,162,460,97
mRNA93109,162,460,89
mRNA93110,167,460,100
mRNA93111,0,0,0
mRNA93112,0,0,0
mRNA93113,0,0,0
mRNA93114,0,0,0
mRNA93115,0,0,0
mRNA93116,0,0,0
mRNA93117,234,91,70
mRNA93118,234,91,78
mRNA93119,234,91,78
mRNA93120,1,0,17
mRNA93121,349,1241,500
mRNA93122,349,1241,500
mRNA93123,349,1241,500
mRNA93124,349,1241,500
mRNA93125,349,1241,500
mRNA93126,349,1241,500
mRNA93127,349,1241,500
mRNA93128,349,1241,500
mRNA93129,349,1241,500
mRNA93130,349,1241,500
mRNA93131,349,1241,500
mRNA93132,349,1162,479
mRNA93133,349,1162,479
mRNA93134,349,1241,500
mRNA93135,349,1241,500
mRNA93136,349,1241,500
mRNA93137,349,1241,500
mRNA93138,349,1241,500
mRNA93139,349,1241,500
mRNA93140,349,1241,500
mRNA93141,349,1118,468
mRNA93142,349,1118,468
mRNA93143,312,662,313
mRNA93144,293,644,271
mRNA93145,287,501,246
mRNA93146,287,400,223
mRNA93147,282,400,223
mRNA93148,282,400,223
mRNA93149,282,400,223
mRNA93150,282,400,223
mRNA93151,282,400,223
mRNA93152,306,1115,428
mRNA93153,306,1115,428
mRNA93154,73,0,377
mRNA93155,0,0,0
mRNA93156,0,0,0
mRNA93157,0,0,0
mRNA93158,0,0,0
mRNA93159,0,0,0
mRNA93160,196,442,502
mRNA93161,103,0,0
mRNA93162,103,0,0
mRNA93163,103,0,0
mRNA93164,103,0,0
mRNA93165,103,0,0
mRNA93166,103,0,0
mRNA93167,103,0,0
mRNA93168,103,0,0
mRNA93169,103,0,0
mRNA93170,102,0,0
mRNA93171,94,0,0
mRNA93172,94,0,0
mRNA93173,99,0,0
mRNA93174,59,0,0
mRNA93175,9,0,0
mRNA93176,1,0,5
mRNA93177,1,0,5
mRNA93178,1,0,5
mRNA93179,1,0,5
mRNA93180,110,6,130
mRNA93181,110,6,130
mRNA93182,94,6,121
mRNA93183,69,6,121
mRNA93184,86,173,293
mRNA93185,86,173,293
mRNA93186,86,173,293
mRNA93187,86,173,293
mRNA93188,22,634,88
mRNA93189,22,643,90
mRNA93190,107,260,155
mRNA93191,106,260,151
mRNA93192,106,260,151
mRNA93193,106,260,151
mRNA93194,106,260,151
mRNA93195,106,260,151
mRNA93196,106,260,151
mRNA93197,106,260,151
mRNA93198,106,260,151
mRNA93199,106,260,151
mRNA93200,106,260,151
mRNA93201,106,260,151
mRNA93202,106,260,151
mRNA93203,106,260,151
mRNA93204,106,260,151
mRNA93205,106,260,151
mRNA93206,106,260,151
mRNA93207,106,260,151
mRNA93208,106,260,151
mRNA93209,106,260,151
mRNA93210,106,260,151
mRNA93211,106,260,151
mRNA93212,106,260,151
mRNA93213,105,235,151
mRNA93214,105,235,151
mRNA93215,105,235,151
mRNA93216,105,235,151
mRNA93217,105,235,151
mRNA93218,105,234,151
mRNA93219,104,233,151
mRNA93220,104,233,151
mRNA93221,104,233,151
mRNA93222,104,233,151
mRNA93223,104,233,151
mRNA93224,104,233,151
mRNA93225,104,233,151
mRNA93226,95,233,146
mRNA93227,69,1,13
mRNA93228,47,1,8
mRNA93229,0,0,6
mRNA93230,0,0,6
mRNA93231,0,0,6
mRNA93232,0,0,6
mRNA93233,0,0,6
mRNA93234,0,0,6
mRNA93235,0,0,6
mRNA93236,0,0,6
mRNA93237,0,0,6
mRNA93238,0,0,6
mRNA93239,0,0,6
mRNA93240,0,0,1
mRNA93241,0,0,6
mRNA93242,0,0,6
mRNA93243,0,0,6
mRNA93244,152,645,47
mRNA93245,152,645,47
mRNA93246,152,645,47
mRNA93247,152,645,47
mRNA93248,152,645,47
mRNA93249,152,645,47
mRNA93250,152,645,47
mRNA93251,152,645,47
mRNA93252,152,645,47
mRNA93253,22,0,47
mRNA93254,4,0,47
mRNA93255,152,645,47
mRNA93256,152,645,47
mRNA93257,151,645,41
mRNA93258,0,0,178
mRNA93259,0,0,178
mRNA93260,0,0,175
mRNA93261,0,0,175
mRNA93262,0,0,0
mRNA93263,0,0,0
mRNA93264,0,0,0
mRNA93265,0,0,0
mRNA93266,0,0,0
mRNA93267,0,0,0
mRNA93268,0,0,0
mRNA93269,0,0,1
mRNA93270,0,0,1
mRNA93271,0,0,1
mRNA93272,0,0,0
mRNA93273,0,0,0
mRNA93274,0,0,0
mRNA93275,0,0,0
mRNA93276,0,0,0
mRNA93277,0,0,0
mRNA93278,0,0,0
mRNA93279,0,0,0
mRNA93280,0,0,1
mRNA93281,0,0,1
mRNA93282,0,0,1
mRNA93283,0,0,1
mRNA93284,0,0,0
mRNA93285,591,1,536
mRNA93286,48,611,196
mRNA93287,60,0,1
mRNA93288,118,243,1
mRNA93289,118,243,1
mRNA93290,118,243,1
mRNA93291,118,243,1
mRNA93292,163,94,340
mRNA93293,130,30,348
mRNA93294,130,30,340
mRNA93295,127,27,339
mRNA93296,138,0,25
mRNA93297,138,0,25
mRNA93298,138,0,25
mRNA93299,138,0,25
mRNA93300,138,0,25
mRNA93301,138,0,25
mRNA93302,138,0,25
mRNA93303,138,0,25
mRNA93304,138,0,25
mRNA93305,138,0,25
mRNA93306,138,0,25
mRNA93307,138,0,25
mRNA93308,138,0,25
mRNA93309,138,0,25
mRNA93310,138,0,25
mRNA93311,83,0,25
mRNA93312,83,0,25
mRNA93313,83,0,25
mRNA93314,1078,0,625
mRNA93315,1010,0,512
mRNA93316,87,619,26
mRNA93317,87,619,26
mRNA93318,87,619,26
